designation,source_id,ra,dec,parallax,parallax_error,pmra,pmdec,ruwe,phot_g_mean_mag,bp_rp,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot,target_id,target_ra,target_dec,target_parallax,target_pm_ra,target_pm_dec,target_radial_velocity,epoch,target_separation (deg)
Gaia DR3 2926899682563842176,2926899682563842176,101.40875711415339,-20.948770016087057,1.351049719664381,0.014396946,-4.353118978312644,-1.1615608696360364,1.187876,12.352137,0.508338,19.629457,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.24988678438003104
Gaia DR3 2927199127686356736,2927199127686356736,101.24412578207838,-20.710626479726827,1.4008160401392307,0.06490745,-4.386539267850521,-1.2993610010458927,0.9779218,17.256302,1.8118687,,VARIABLE,0,true,false,false,true,false,true,true,4246.8394,4.5615,0.2337,884.0488,0.683,0.4938,0.2667,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.25152222657548945
Gaia DR3 2926916239657311616,2926916239657311616,101.26685716594571,-20.821620287732877,1.3950278594417762,0.20386764,-4.752178784055365,-1.3557211760149488,0.99712235,18.967995,2.319231,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3358.3237,4.63,-1.0824,440.391,0.2933,0.1942,0.1184,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.25205582571882046
Gaia DR3 2926916175238247936,2926916175238247936,101.27048062623372,-20.831021806658555,1.3684430857398613,0.12596405,-4.2298215627259035,-1.0917716952554462,0.99086815,18.185669,2.1504936,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3824.2288,4.398,-0.0141,1146.9634,0.7682,0.5297,0.3045,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.2529956045245644
Gaia DR3 2927017192863842688,2927017192863842688,101.75095306270245,-20.59727628207547,1.372517279320489,0.67657006,0.39510721520444003,2.924258055087742,1.0423391,20.260216,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.25365621176289477
Gaia DR3 2926998432447331712,2926998432447331712,101.76695411260256,-20.80814286058873,1.358465550501231,1.0589004,-1.1129789181227117,1.6509801838972482,0.98796725,20.657158,1.6851559,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.2538669454543417
Gaia DR3 2927202731155342336,2927202731155342336,101.28677655826958,-20.574811528616788,1.3861561781641962,0.2683441,-12.787622611641842,9.881630416372163,1.0730232,19.355555,2.605526,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.25583797426406063
Gaia DR3 2927210324657878400,2927210324657878400,101.49473380781949,-20.461792650009478,1.352744130484078,0.30088487,-4.233734031973676,-1.0493176086843432,1.0226773,19.566515,2.64073,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.2573867566436511
Gaia DR3 2926988983527750272,2926988983527750272,101.63768017567381,-20.949579143604097,1.3757241317129063,0.0123236,-4.399867279847051,-1.3539115950293192,0.9725465,13.433683,0.69966125,27.728615,NOT_AVAILABLE,0,true,true,false,false,false,true,true,6038.487,4.3027,-0.3381,688.3137,0.0043,0.0037,0.002,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.2587368613139014
Gaia DR3 2927199093325439488,2927199093325439488,101.23539094662267,-20.725122640929126,1.4067673398764777,0.017325204,-4.503211074882602,-1.4202593248769437,1.3747808,12.173931,0.43205166,26.239098,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.2596345142940372
Gaia DR3 2927211119233643776,2927211119233643776,101.46851200208803,-20.462110478494832,1.3692547742083956,0.014135516,-4.067932239046555,-1.3331738003233597,1.0982356,12.653131,0.5637245,27.740143,NOT_AVAILABLE,0,true,true,false,false,false,true,true,6695.32,4.222,-0.2512,727.2869,0.0783,0.0688,0.0371,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.25984998805577453
Gaia DR3 2927200875729443968,2927200875729443968,101.25398416468084,-20.623245546523204,1.359905276049702,0.15818334,-3.7115248179461444,9.411708329899417,1.022263,18.793959,2.3532658,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3581.3784,4.3297,-0.3796,1240.243,0.5677,0.3809,0.2324,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.2603418434241046
Gaia DR3 2926915591122711552,2926915591122711552,101.27408407479629,-20.855468528337717,1.394920250923961,0.021312453,-5.152454052023523,-1.3263650114087777,1.0825249,14.775028,0.99263954,14.729613,VARIABLE,0,true,true,false,true,false,false,true,5460.7163,4.5548,-0.5043,628.4617,0.2644,0.2167,0.1162,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.2618707073471746
Gaia DR3 2927005270034656256,2927005270034656256,101.7735524540758,-20.62305447055021,1.4009170390860088,0.65941346,-2.16319423104272,-10.513219572991243,1.0409307,20.424564,1.9274197,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.2619310632663384
Gaia DR3 2926998359433315200,2926998359433315200,101.77636685481514,-20.81028685945851,1.365150207648859,0.508332,-0.8070493183325311,1.3848773373855081,1.1240032,20.059664,1.7038269,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.26285964104563914
Gaia DR3 2927105256880325376,2927105256880325376,101.23209993007376,-20.732748937458748,1.3996882077082038,0.32128128,-1.5462247007780232,0.23879015408494197,0.9900306,19.61798,2.1977005,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.2630044395016103
Gaia DR3 2926911120054686208,2926911120054686208,101.36397082839716,-20.943093300379193,1.3665679117649037,0.012103643,-4.29902796081974,-1.510236545192834,1.0792558,13.072502,0.6369829,18.01937,NOT_AVAILABLE,0,true,true,false,false,false,true,true,6356.829,4.2696,-0.3858,700.8255,0.0111,0.0096,0.0051,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.2641277926934271
Gaia DR3 2926916999871967872,2926916999871967872,101.24959708119002,-20.814640732419683,1.3612491229304107,0.012090644,-4.478028519214888,-1.3040372613415665,1.1289932,13.113282,0.6494169,23.319872,NOT_AVAILABLE,0,true,true,false,false,false,false,true,6300.6943,4.2778,-0.4027,719.7217,0.0061,0.0053,0.0028,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.2642564961654326
Gaia DR3 2927200742592849920,2927200742592849920,101.23882907831502,-20.648712264132257,1.3742672838929302,0.021407736,-4.491717568612429,-1.090230841269181,1.025856,15.029072,1.0375795,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5210.245,4.6198,-0.0721,661.3552,0.1472,0.119,0.0632,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.2657604674994862
Gaia DR3 2927005441842136064,2927005441842136064,101.76983722585464,-20.604008033378445,1.3904692104071636,0.014257087,-4.280366981124118,-1.4072130715195623,0.92431784,12.904997,0.6072521,24.09921,NOT_AVAILABLE,0,true,true,true,false,false,true,true,6615.5645,4.2855,-0.1927,723.4211,0.127,0.111,0.0599,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.26633583425769675
Gaia DR3 2926989219742297600,2926989219742297600,101.57296911815513,-20.979438148657636,1.38456212439745,0.26854533,1.006690017970647,2.265716992184545,1.041528,19.297535,2.4138622,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.26679427618928264
Gaia DR3 2926898686124819712,2926898686124819712,101.44626362429722,-20.978810602432862,1.3513420934999238,1.714542,0.4675347860134617,1.55522280234994,1.0080016,20.835323,1.199007,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.2675407835112391
Gaia DR3 2926899373326221056,2926899373326221056,101.37708429666057,-20.95432707510531,1.39831273385219,0.025968697,-4.286266110336844,-1.2175692243229117,1.0278319,15.365229,1.1355047,,VARIABLE,0,true,false,false,true,false,true,true,4846.68,4.5339,-0.3118,698.412,0.003,0.0023,0.0012,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.26771292488333664
Gaia DR3 2926997229856533376,2926997229856533376,101.77690867443116,-20.82760921892196,1.352300881168782,0.4111219,3.7710596630576885,-3.3480624581567326,1.0226288,19.978596,2.0712814,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.2698407063862385
Gaia DR3 2927105458737798400,2927105458737798400,101.22404082208705,-20.725890631111113,1.3968738468904283,0.18421745,-4.585078257137532,-1.406233467076945,1.0449942,18.862646,2.514408,,VARIABLE,0,false,false,false,true,false,true,false,3372.3425,4.6156,-0.9005,430.1563,0.685,0.4476,0.2776,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.27026607516828216
Gaia DR3 2927017502110292352,2927017502110292352,101.7501237354712,-20.563522951656463,1.400456571430804,0.057846803,-4.544914998663991,-1.3921818664591794,0.9873663,16.876743,1.6585712,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4438.7812,4.6748,0.4216,769.993,0.6258,0.4627,0.2443,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.2708097113479414
Gaia DR3 2926912464386544768,2926912464386544768,101.29189919798793,-20.897655796987543,1.379605720759119,0.011735959,-4.217655894392862,-1.3254631395439338,1.0269499,12.3792305,0.5184345,24.493082,NOT_AVAILABLE,0,true,true,false,false,false,true,true,6884.4526,4.1877,-0.2216,728.7449,0.081,0.0718,0.0386,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.27336976482437786
Gaia DR3 2926912533106020096,2926912533106020096,101.28277372862581,-20.88965833244576,1.351782841814847,0.018848404,-4.421669156354798,-1.3485417819412089,1.1647116,10.865033,0.11482811,13.487699,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.2748288596195676
Gaia DR3 2927206304568167680,2927206304568167680,101.3196434516705,-20.511550012045912,1.3783329802111803,0.19694915,-4.200826843155248,-0.8904909662347736,0.99398524,18.998213,2.4884567,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3367.9246,4.7153,-0.6958,461.4529,0.434,0.2835,0.1785,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.2749429912063535
Gaia DR3 2926989120966761600,2926989120966761600,101.5602374835614,-20.990670584553577,1.4094246324888902,0.041084524,-4.421160808380841,-1.134322172964876,1.0066257,16.266336,1.4065447,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4512.003,4.5869,0.1763,777.8286,0.2017,0.1533,0.0804,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.2756268934088255
Gaia DR3 2926989155319310336,2926989155319310336,101.57841257504103,-20.987496593192883,1.3587064804003453,0.6782767,-1.574431594462066,3.5844972392319274,1.0080363,20.45413,1.4070187,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.27576183179173985
Gaia DR3 2927209710484368768,2927209710484368768,101.45211327669062,-20.447513707928522,1.3757313201928167,0.2179913,8.219855254234309,-15.630731631665306,1.0526243,19.174713,2.3817005,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.277010881154997
Gaia DR3 2927211183651054208,2927211183651054208,101.45627249319709,-20.444659564076044,1.36730077468138,0.049106136,-4.330623685588854,-1.133735646192429,0.9873427,16.747383,1.6004839,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4418.447,4.5952,0.3249,818.2175,0.5131,0.3817,0.2013,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.27903906849059174
Gaia DR3 2926912361307334528,2926912361307334528,101.28095435309304,-20.89530898909915,1.3615700340207277,0.017618561,-4.454374132428416,-1.4957557859513537,1.1329366,10.810593,0.095944405,29.585566,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.27969389245182413
Gaia DR3 2927210603834040576,2927210603834040576,101.56640768459721,-20.442330962899383,1.3624489502118007,1.3506311,-1.3736141545456086,-3.4265410035931483,1.0120962,20.89476,1.7555676,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.28079131448981376
Gaia DR3 2927045092971228544,2927045092971228544,101.69603199246544,-20.494867999096368,1.3776533411380603,0.6116083,-2.0055196377419087,3.5120468186714136,1.0481173,20.147694,1.7703438,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.2818652026576967
Gaia DR3 2927045092981526528,2927045092981526528,101.69479041000737,-20.492721073762823,1.3850592545906866,0.012803278,-4.762052469762164,12.51785983431574,0.97912914,12.611905,0.74359894,21.446205,NOT_AVAILABLE,0,true,true,false,false,false,true,true,6144.1177,3.9928,-0.2515,719.6475,0.0937,0.0799,0.0429,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.28287219799922286
Gaia DR3 2926988811729094144,2926988811729094144,101.6125225487013,-20.986774323879917,1.3577866034570671,0.020705344,-4.417786931118375,-1.2743922030292119,1.0118377,14.838164,0.9854851,,VARIABLE,0,true,true,false,true,false,true,true,5378.4614,4.6166,-0.1079,659.9774,0.1666,0.1362,0.0725,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.2838590477717268
Gaia DR3 2926910986920363520,2926910986920363520,101.35376027789131,-20.961715665538854,1.362923931528498,0.1669725,2.7961779213192153,-11.02212473802907,1.0448486,18.736391,2.1877308,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3685.095,4.5779,-0.9005,744.5381,0.6802,0.468,0.2675,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.2849838324121151
Gaia DR3 2927209916640188928,2927209916640188928,101.43020392168404,-20.443703310588074,1.399746289440362,1.2577237,-0.49812490315365565,1.8331344238463998,0.9711893,20.902483,1.2040844,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.2856057304823211
Gaia DR3 2926997745260839296,2926997745260839296,101.8094259951012,-20.796100854841566,1.3759265671782996,0.012803936,-4.55272763241398,-1.4873585751808358,1.0571464,13.049898,0.6331959,22.001179,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.28790455179247254
Gaia DR3 2927212287464810368,2927212287464810368,101.33636795213988,-20.4821059273992,1.3711160953506853,0.083103046,-4.195545368880529,-1.3021521885132716,0.9874564,17.717718,1.9514656,,VARIABLE,0,false,false,false,true,false,true,true,3725.8872,4.6608,-0.4877,616.9528,0.3693,0.2586,0.1438,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.28851679845845446
Gaia DR3 2927041072881841920,2927041072881841920,101.75671437453326,-20.540524338817242,1.4075060831796034,0.35417408,-3.3921910292006587,10.7010901159654,1.0543537,19.679125,2.240326,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.28945643180285396
Gaia DR3 2927212768501109120,2927212768501109120,101.3888728374139,-20.453101624125793,1.357282689290689,0.022469552,-4.416127035498925,-1.325325929555612,1.0491633,15.101857,1.0442667,,VARIABLE,0,true,false,false,true,false,false,true,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.2897906521699799
Gaia DR3 2926988743009616000,2926988743009616000,101.61947350997984,-20.991375231796013,1.407692856887812,0.062454417,-4.680229427135265,-1.3867196120948737,1.0166717,17.118517,1.7522087,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4246.767,4.5491,0.1899,868.3212,0.641,0.4672,0.2502,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.29037225898770946
Gaia DR3 2926899235887291904,2926899235887291904,101.35447419521716,-20.968798612810172,1.3727065297117529,0.026271237,-4.481195047708796,-1.3744612775817406,1.2599742,8.791184,-0.033291817,26.240671,NOT_AVAILABLE,0,true,true,true,false,false,false,true,9999.396,3.4486,-0.9404,827.1022,0.0319,0.0308,0.0164,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.29070708539502965
Gaia DR3 2926912116488465280,2926912116488465280,101.28840467162756,-20.922026669332542,1.3613721096018514,0.48946646,-1.0120533017964068,0.4996605824851387,1.1195179,20.053083,1.2769775,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.2922409885013313
Gaia DR3 2927045402219165568,2927045402219165568,101.6784976037851,-20.46965276940838,1.3536032915299145,0.019954054,-4.676943782352978,-1.352902830307603,1.0100416,14.444814,0.89955235,24.320398,NOT_AVAILABLE,0,true,true,false,false,false,true,true,5602.681,4.5673,-0.2507,637.2972,0.1356,0.1126,0.0604,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.2932816175283365
Gaia DR3 2926895421958855680,2926895421958855680,101.50487055324527,-21.011817941723265,1.3850772090683656,0.02136919,-4.536679944759321,-1.6584019979457407,0.99899083,14.836471,0.97563934,23.508858,VARIABLE,0,true,true,false,true,false,true,true,5238.409,4.5164,-0.4302,696.0854,0.0185,0.015,0.008,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.2932965814023796
Gaia DR3 2927212802860839424,2927212802860839424,101.39823873869021,-20.444421064451014,1.3904494485482684,0.08005931,-4.2446299764071025,-1.5018462917081519,1.004276,17.663969,1.9741344,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,4149.4653,4.4942,0.1719,1018.42,0.8237,0.5859,0.3217,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.2944574551413572
Gaia DR3 2927200227192732288,2927200227192732288,101.20248476931151,-20.669118333400856,1.4049189933884116,0.26197216,1.0530824717330804,9.34588807176345,1.0074717,19.402475,2.5302944,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.2945726537777955
Gaia DR3 2926895211497108736,2926895211497108736,101.52491540295257,-21.014133565361902,1.3888462704383269,0.71822524,0.2897286982206587,1.4735689991293153,1.0097722,20.555412,0.79237366,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.2957296568584527
Gaia DR3 2926915724261039488,2926915724261039488,101.23103373564201,-20.854031652920273,1.3969529134306122,0.3369247,-11.231093433313319,12.757631377702918,1.0474623,19.629099,2.0920353,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.2962729931553032
Gaia DR3 2927046467360760576,2927046467360760576,101.61996326484221,-20.43698767446586,1.3527910630500772,0.14599457,-6.005643547535449,-12.27501987821515,0.9793788,18.52308,2.0550785,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3565.044,4.472,-0.9464,664.2972,0.5587,0.3796,0.2224,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.29893547380553137
Gaia DR3 2927104638403591168,2927104638403591168,101.20049416869162,-20.786961603830683,1.405557777238406,0.064924546,-5.0793058110707,14.002332674491857,0.97807413,17.281199,1.9356441,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.30002062092927073
Gaia DR3 2927045123035197568,2927045123035197568,101.70922006039848,-20.481382107778,1.3937886341705803,0.093855344,-4.210201352661111,-1.397673711311701,1.034514,17.563234,1.887289,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3654.1357,4.5055,-0.793,620.2204,0.13,0.0914,0.0504,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.30008699527313915
Gaia DR3 2927046467360744960,2927046467360744960,101.62871351907421,-20.43853220645168,1.3756830532588586,1.0106922,-0.6752263881469216,4.731354865426059,1.183295,20.692413,1.395813,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.3003399248214961
Gaia DR3 2927210775636556800,2927210775636556800,101.57275572686143,-20.419743090090794,1.3551006008852933,0.013263112,-4.408031668130747,-1.5219445686923145,1.0751618,13.172296,0.6486635,27.452341,NOT_AVAILABLE,0,true,true,false,false,false,true,true,6305.684,4.2635,-0.2769,732.9058,0.05,0.0432,0.0233,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.30408326220380877
Gaia DR3 2927212871577696640,2927212871577696640,101.37795645092585,-20.439572197867147,1.4063228473951526,0.90221757,0.9810460723366756,-2.211394294462966,1.0383422,20.678074,1.1599026,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.3063087716265273
Gaia DR3 2926943353787382912,2926943353787382912,101.73507677936932,-20.94384532935658,1.3958978726025069,0.48258045,1.6018540121667644,0.9216147686084174,1.0339388,20.125406,1.6437664,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.30634803683806305
Gaia DR3 2926910849478874624,2926910849478874624,101.26431354915594,-20.92366709703086,1.3865180898171603,0.016989045,-4.559060188461867,-1.183575962162693,1.0052279,14.393764,0.87380695,27.755646,VARIABLE,0,true,true,false,true,false,true,true,5608.1343,4.4844,-0.197,688.5726,0.0945,0.0787,0.0421,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.3098891318296384
Gaia DR3 2927000871996956544,2927000871996956544,101.84521837427214,-20.70148769101665,1.3732614140778732,0.015621066,-4.391847463218801,-1.348933378777181,1.0785176,14.008723,0.8081074,24.376682,VARIABLE,0,true,true,false,true,false,true,true,5673.685,4.4121,-0.4536,695.7611,0.0013,0.0011,6.0E-4,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.31131987364346286
Gaia DR3 2926988468131705216,2926988468131705216,101.64577436757806,-21.00430246131937,1.3526775758700265,0.038654834,-3.976954150259403,-1.3848728997030264,0.9606955,16.201866,1.405364,,VARIABLE,0,true,false,false,true,false,true,true,4573.119,4.534,-0.0421,807.6306,0.2114,0.1607,0.0846,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.31150205670806297
Gaia DR3 2927212867282952960,2927212867282952960,101.38105821252152,-20.431074698753342,1.3543596934508277,0.27049464,3.131861071233819,6.267787142013596,1.0174853,19.428831,2.759758,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.3129141190862147
Gaia DR3 2927104707123064704,2927104707123064704,101.18051793738023,-20.766629425591304,1.3505938802827737,0.022483576,-4.518936415191808,-1.1550024133019656,1.033536,14.898557,0.98827934,,VARIABLE,0,true,true,false,true,false,true,true,5217.598,4.5869,-0.3852,624.3896,0.0225,0.0182,0.0097,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.3145197557850598
Gaia DR3 2927000253521682944,2927000253521682944,101.84971931159042,-20.73441399911033,1.3636103841158564,0.08014559,-4.521552949206863,-1.621328909455123,1.3665055,17.143105,1.7994671,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,4142.7783,4.4608,0.1428,893.4492,0.5729,0.4135,0.2244,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.3154199290175896
Gaia DR3 2927206686827465728,2927206686827465728,101.30186684460415,-20.47268249682852,1.376766266033358,0.013389441,-4.390689323408678,-1.4026814844957163,1.0808294,13.567143,0.7157469,24.97912,NOT_AVAILABLE,0,true,true,false,false,false,true,true,6048.769,4.395,-0.2584,684.48,0.0454,0.0387,0.0209,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.3154464621986437
Gaia DR3 2926895043999165696,2926895043999165696,101.52360963995093,-21.036738652479947,1.3582011836458645,0.021954224,-4.34332276535522,-1.132307777354443,1.1198316,14.775026,0.9725399,,VARIABLE,0,true,true,false,true,false,true,true,5396.906,4.5619,-0.1152,679.7333,0.1585,0.1298,0.0692,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.31827885770714676
Gaia DR3 2927106322030739072,2927106322030739072,101.1719894921381,-20.70236129621871,1.4052172219845425,0.042045772,-4.482907887499235,-1.4697415347761191,1.0070852,16.163088,1.3758764,,VARIABLE,0,true,false,false,true,false,true,true,4579.5605,4.6234,-0.1736,679.1664,0.1925,0.1471,0.0776,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.31929096577126515
Gaia DR3 2927211772068619776,2927211772068619776,101.50760254506706,-20.396545636641644,1.3919111089714309,0.013387085,-4.517689808139493,-1.5480330426125357,1.0875976,13.4304905,0.70028305,26.279106,NOT_AVAILABLE,0,true,true,true,false,false,true,true,6110.152,4.329,-0.2708,693.2722,0.0427,0.0365,0.0197,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.32210974629463623
Gaia DR3 2926895078352365184,2926895078352365184,101.50054840967559,-21.040874874966466,1.3573218299865735,1.0630147,-1.1679717997048271,1.0174583603712477,1.0653659,20.718803,1.0023632,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.32246406785284404
